Data Set 7:Time(s),Data Set 7:Force 1(N),Data Set 7:Force 2(N),,0,,
10.92,0.02514648,-0.0336456,0.00849912,4.61E+00,,
10.925,0.02724457,-0.0462646,0.01902003,4.61E+00,,
10.93,0.0230484,-0.0525742,0.0295258,4.61E+00,,
10.935,0.01885986,-0.0546722,0.03581234,4.61E+00,,
10.94,0.02095795,-0.0483627,0.02740475,4.61E+00,,
10.945,0.00628662,-0.0525742,0.04628758,4.61E+00,,
10.95,0.0083847,-0.0546722,0.0462875,4.61E+00,,
10.955,0.0083847,-0.0483627,0.039978,4.61E+00,,
10.96,0.01257324,-0.0525742,0.04000096,4.61E+00,,
10.965,0.01047516,-0.0504684,0.03999324,4.61E+00,,
10.97,0.0083847,-0.0504684,0.0420837,4.61E+00,,
10.975,0.01257324,-0.0525742,0.04000096,4.61E+00,,
10.98,0.01047516,-0.0504684,0.03999324,4.61E+00,,
10.985,0.01047516,-0.0483627,0.03788754,4.61E+00,,
10.99,0.01676178,-0.0546722,0.03791042,4.61E+00,,
10.995,0.01676178,-0.0504684,0.03370662,4.61E+00,,
11,0.01257324,-0.0525742,0.04000096,4.61E+00,,
11.005,0.02095795,-0.0147247,-0.00623325,4.61E+00,,
11.01,0.03143311,0.00209808,-0.03353119,4.61E+00,,
11.015,0.01885986,-0.0189285,0.00006864,4.61E+00,,
11.02,0.02514648,-0.0357513,0.01060482,4.61E+00,,
11.025,0.0230484,-0.0357513,0.0127029,4.61E+00,,
11.03,0.01676178,-0.0441589,0.02739712,4.61E+00,,
11.035,0.01257324,-0.0420609,0.02948766,4.61E+00,,
11.04,0.01047516,-0.0462646,0.03578944,4.61E+00,,
11.045,0.01257324,-0.0483627,0.03578946,4.62E+00,,
11.05,0.01676178,-0.0546722,0.03791042,4.62E+00,,
11.055,0.01885986,-0.0525742,0.03371434,4.62E+00,,
11.06,0.01467133,-0.0525742,0.03790287,4.62E+00,,
11.065,0.02724457,-0.0504684,0.02322383,4.62E+00,,
11.07,0.02933502,-0.0441589,0.01482388,4.62E+00,,
11.075,0.01885986,-0.0504684,0.03160854,4.62E+00,,
11.08,0.01467133,-0.0462646,0.03159327,4.62E+00,,
11.085,0.01885986,-0.0588837,0.04002384,4.62E+00,,
11.09,0.02095795,-0.0504684,0.02951045,4.62E+00,,
11.095,0.01047516,-0.0525742,0.04209904,4.62E+00,,
11.1,0.0230484,-0.0483627,0.0253143,4.62E+00,,
11.105,0.02724457,-0.0042038,-0.02304077,4.62E+00,,
11.11,0.02095795,-0.0231323,0.00217435,4.62E+00,,
11.115,0.01467133,-0.0378494,0.02317807,4.62E+00,,
11.12,0.01885986,-0.0441589,0.02529904,4.62E+00,,
11.125,0.02514648,-0.0420609,0.01691442,4.62E+00,,
11.13,0.02095795,-0.025238,0.00428005,4.62E+00,,
11.135,0.01885986,-0.0336456,0.01478574,4.62E+00,,
11.14,0.03352356,-0.0483627,0.01483914,4.62E+00,,
11.145,0.01885986,-0.0483627,0.02950284,4.62E+00,,
11.15,0.01467133,-0.0504684,0.03579707,4.62E+00,,
11.155,0.01467133,-0.0525742,0.03790287,4.62E+00,,
11.16,0.01047516,-0.0525742,0.04209904,4.62E+00,,
11.165,0.00418854,-0.0483627,0.04417416,4.62E+00,,
11.17,0.02514648,-0.056778,0.03163152,4.62E+00,,
11.175,0.02724457,-0.0525742,0.02532963,4.62E+00,,
11.18,0.01047516,-0.0525742,0.04209904,4.62E+00,,
11.185,0.01676178,-0.056778,0.04001622,4.62E+00,,
11.19,0.0230484,-0.0588837,0.0358353,4.62E+00,,
11.195,0.00628662,-0.056778,0.05049138,4.62E+00,,
11.2,0.01257324,-0.0546722,0.04209896,4.62E+00,,
11.205,0.01257324,-0.0546722,0.04209896,4.62E+00,,
11.21,0.01047516,-0.0546722,0.04419704,4.62E+00,,
11.215,0.01885986,-0.0231323,0.00427244,4.62E+00,,
11.22,0.02933502,0.0042038,-0.03353882,4.62E+00,,
11.225,0.01467133,-0.0147247,0.00005337,4.62E+00,,
11.23,0.02933502,-0.0294418,0.00010678,4.62E+00,,
11.235,0.01676178,-0.0420609,0.02529912,4.62E+00,,
11.24,0.01467133,-0.0420609,0.02738957,4.62E+00,,
11.245,0.01047516,-0.0483627,0.03788754,4.62E+00,,
11.25,0.01467133,-0.0420609,0.02738957,4.62E+00,,
11.255,0.02095795,-0.0504684,0.02951045,4.62E+00,,
11.26,0.01885986,-0.0525742,0.03371434,4.62E+00,,
11.265,0.02095795,-0.0546722,0.03371425,4.62E+00,,
11.27,0.01257324,-0.0525742,0.04000096,4.62E+00,,
11.275,0.01047516,-0.0546722,0.04419704,4.62E+00,,
11.28,0.0230484,-0.0588837,0.0358353,4.62E+00,,
11.285,0.02724457,-0.0546722,0.02742763,4.62E+00,,
11.29,0.02724457,-0.056778,0.02953343,4.62E+00,,
11.295,0.02095795,-0.056778,0.03582005,4.62E+00,,
11.3,0.01885986,-0.0525742,0.03371434,4.62E+00,,
11.305,0.0083847,-0.0525742,0.0441895,4.62E+00,,
11.31,0.02095795,-0.0378494,0.01689145,4.62E+00,,
11.315,0.02095795,-0.0399551,0.01899715,4.62E+00,,
11.32,0.0083847,-0.0042038,-0.0041809,4.62E+00,,
11.325,0.02095795,-0.025238,0.00428005,4.62E+00,,
11.33,0.01047516,-0.0336456,0.02317044,4.62E+00,,
11.335,0.01257324,-0.0420609,0.02948766,4.62E+00,,
11.34,0.02095795,-0.0441589,0.02320095,4.62E+00,,
11.345,0.01467133,-0.0504684,0.03579707,4.62E+00,,
11.35,0.0083847,-0.0441589,0.0357742,4.62E+00,,
11.355,0.01047516,-0.0588837,0.04840854,4.62E+00,,
11.36,0.01257324,-0.0588837,0.04631046,4.62E+00,,
11.365,0.01047516,-0.0609818,0.05050664,4.62E+00,,
11.37,0.01467133,-0.0546722,0.04000087,4.62E+00,,
11.375,0.00418854,-0.0609818,0.05679326,4.62E+00,,
11.38,0.01885986,-0.0525742,0.03371434,4.62E+00,,
11.385,0.02095795,-0.0588837,0.03792575,4.62E+00,,
11.39,0.01885986,-0.0546722,0.03581234,4.62E+00,,
11.395,0.01257324,-0.056778,0.04420476,4.63E+00,,
11.4,0.02095795,-0.0504684,0.02951045,4.63E+00,,
11.405,0.01467133,-0.0504684,0.03579707,4.63E+00,,
11.41,0.02514648,-0.0441589,0.01901242,4.63E+00,,
11.415,0.0230484,-0.0462646,0.0232162,4.63E+00,,
11.42,0.01047516,-0.0420609,0.03158574,4.63E+00,,
11.425,0.01257324,-0.0063095,-0.00626374,4.63E+00,,
11.43,0.02095795,0.0042038,-0.02516175,4.63E+00,,
11.435,0.01047516,-0.0210266,0.01055144,4.63E+00,,
11.44,0.01047516,-0.0357513,0.02527614,4.63E+00,,
11.445,0.01885986,-0.0420609,0.02320104,4.63E+00,,
11.45,0.01257324,-0.0462646,0.03369136,4.63E+00,,
11.455,0.02095795,-0.0546722,0.03371425,4.63E+00,,
11.46,0.01467133,-0.0546722,0.04000087,4.63E+00,,
11.465,0.01467133,-0.0504684,0.03579707,4.63E+00,,
11.47,0.01257324,-0.0483627,0.03578946,4.63E+00,,
11.475,0.01885986,-0.056778,0.03791814,4.63E+00,,
11.48,0.01885986,-0.0546722,0.03581234,4.63E+00,,
11.485,0.01676178,-0.0546722,0.03791042,4.63E+00,,
11.49,0.01885986,-0.0588837,0.04002384,4.63E+00,,
11.495,0.01885986,-0.0609818,0.04212194,4.63E+00,,
11.5,0.01047516,-0.0525742,0.04209904,4.63E+00,,
11.505,0.02095795,-0.0546722,0.03371425,4.63E+00,,
11.51,0.01467133,-0.0462646,0.03159327,4.63E+00,,
11.515,0.01676178,-0.056778,0.04001622,4.63E+00,,
11.52,0.01676178,-0.0378494,0.02108762,4.63E+00,,
11.525,0.02095795,0,-0.02095795,4.63E+00,,
11.53,0.01467133,-0.0273361,0.01266477,4.63E+00,,
11.535,0.01676178,-0.0420609,0.02529912,4.63E+00,,
11.54,0.01885986,-0.0462646,0.02740474,4.63E+00,,
11.545,0.01885986,-0.0441589,0.02529904,4.63E+00,,
11.55,0.02514648,-0.0504684,0.02532192,4.63E+00,,
11.555,0.0230484,-0.0504684,0.02742,4.63E+00,,
11.56,0.01257324,-0.0546722,0.04209896,4.63E+00,,
11.565,0.01467133,-0.0504684,0.03579707,4.63E+00,,
11.57,0.01257324,-0.0504684,0.03789516,4.63E+00,,
11.575,0.0083847,-0.0504684,0.0420837,4.63E+00,,
11.58,0.01257324,-0.0483627,0.03578946,4.63E+00,,
11.585,0.01467133,-0.0525742,0.03790287,4.63E+00,,
11.59,-0.0020905,-0.0399551,0.0420456,4.63E+00,,
11.595,0.02724457,-0.0546722,0.02742763,4.63E+00,,
11.6,0.0230484,-0.0546722,0.0316238,4.63E+00,,
11.605,0.0083847,-0.0525742,0.0441895,4.63E+00,,
11.61,0.01257324,-0.0189285,0.00635526,4.63E+00,,
11.615,0.01047516,-0.0315399,0.02106474,4.63E+00,,
11.62,0.01257324,-0.0441589,0.03158566,4.63E+00,,
11.625,0.01257324,-0.0147247,0.00215146,4.63E+00,,
11.63,0.01047516,-0.0273361,0.01686094,4.63E+00,,
11.635,0.01257324,-0.0378494,0.02527616,4.63E+00,,
11.64,0.01467133,-0.0378494,0.02317807,4.63E+00,,
11.645,0.02095795,-0.0525742,0.03161625,4.63E+00,,
11.65,0.01885986,-0.0525742,0.03371434,4.63E+00,,
11.655,0.01467133,-0.0420609,0.02738957,4.63E+00,,
11.66,0.01047516,-0.0441589,0.03368374,4.63E+00,,
11.665,0.01676178,-0.0462646,0.02950282,4.63E+00,,
11.67,0.01467133,-0.0483627,0.03369137,4.63E+00,,
11.675,0.01676178,-0.0420609,0.02529912,4.63E+00,,
11.68,0.01047516,-0.0504684,0.03999324,4.63E+00,,
11.685,0.01467133,-0.0441589,0.02948757,4.63E+00,,
11.69,0.02095795,-0.0525742,0.03161625,4.63E+00,,
11.695,0.01257324,-0.0462646,0.03369136,4.63E+00,,
11.7,0.02724457,-0.0462646,0.01902003,4.63E+00,,
11.705,0.01257324,-0.056778,0.04420476,4.63E+00,,
11.71,0.01467133,-0.056778,0.04210667,4.63E+00,,
11.715,0.01676178,-0.0483627,0.03160092,4.63E+00,,
11.72,0.0083847,-0.056778,0.0483933,4.63E+00,,
11.725,0.01885986,-0.0588837,0.04002384,4.63E+00,,
11.73,0.02933502,-0.0189285,-0.01040652,4.63E+00,,
11.735,0.03143311,-0.0105133,-0.02091981,4.63E+00,,
11.74,0.02514648,-0.0273361,0.00218962,4.63E+00,,
11.745,0.02514648,-0.0357513,0.01060482,4.63E+00,,
11.75,0.0230484,-0.0420609,0.0190125,4.63E+00,,
11.755,0.01885986,-0.0441589,0.02529904,4.63E+00,,
11.76,0.01257324,-0.0441589,0.03158566,4.64E+00,,
11.765,0.01047516,-0.0462646,0.03578944,4.64E+00,,
11.77,0.01467133,-0.0441589,0.02948757,4.64E+00,,
11.775,0.00628662,-0.0525742,0.04628758,4.64E+00,,
11.78,0.01047516,-0.056778,0.04630284,4.64E+00,,
11.785,0.01467133,-0.0525742,0.03790287,4.64E+00,,
11.79,0.02095795,-0.0546722,0.03371425,4.64E+00,,
11.795,0.01257324,-0.0525742,0.04000096,4.64E+00,,
11.8,0.01257324,-0.0420609,0.02948766,4.64E+00,,
11.805,0.02724457,-0.0504684,0.02322383,4.64E+00,,
11.81,0.01676178,-0.0525742,0.03581242,4.64E+00,,
11.815,0.02095795,-0.0504684,0.02951045,4.64E+00,,
11.82,0.03143311,-0.025238,-0.00619511,4.64E+00,,
11.825,0.01885986,-0.0420609,0.02320104,4.64E+00,,
11.83,0.01257324,-0.0420609,0.02948766,4.64E+00,,
11.835,0.01676178,-0.0483627,0.03160092,4.64E+00,,
11.84,0.01047516,-0.0231323,0.01265714,4.64E+00,,
11.845,0.01676178,-0.025238,0.00847622,4.64E+00,,
11.85,0.02095795,-0.0336456,0.01268765,4.64E+00,,
11.855,0.01676178,-0.0420609,0.02529912,4.64E+00,,
11.86,0.01047516,-0.0483627,0.03788754,4.64E+00,,
11.865,0.01257324,-0.0462646,0.03369136,4.64E+00,,
11.87,0.01467133,-0.056778,0.04210667,4.64E+00,,
11.875,0.01257324,-0.056778,0.04420476,4.64E+00,,
11.88,0.0083847,-0.0504684,0.0420837,4.64E+00,,
11.885,0.01257324,-0.0483627,0.03578946,4.64E+00,,
11.89,0.01047516,-0.0504684,0.03999324,4.64E+00,,
11.895,0.00418854,-0.0588837,0.05469516,4.64E+00,,
11.9,0.00209808,-0.0546722,0.05257412,4.64E+00,,
11.905,0.01467133,-0.0525742,0.03790287,4.64E+00,,
11.91,0.02095795,-0.0378494,0.01689145,4.64E+00,,
11.915,0.00628662,-0.0441589,0.03787228,4.64E+00,,
11.92,0.01885986,-0.0483627,0.02950284,4.64E+00,,
11.925,0.0230484,-0.0483627,0.0253143,4.64E+00,,
11.93,0.02514648,-0.0462646,0.02111812,4.64E+00,,
11.935,0.01676178,-0.056778,0.04001622,4.64E+00,,
11.94,0.01467133,-0.0525742,0.03790287,4.64E+00,,
11.945,0.02095795,-0.0336456,0.01268765,4.64E+00,,
11.95,0.01467133,-0.0189285,0.00425717,4.64E+00,,
11.955,0.02933502,-0.0294418,0.00010678,4.64E+00,,
11.96,0.02095795,-0.0441589,0.02320095,4.64E+00,,
11.965,0.01467133,-0.0504684,0.03579707,4.64E+00,,
11.97,0.01885986,-0.0378494,0.01898954,4.64E+00,,
11.975,0.01257324,-0.0420609,0.02948766,4.64E+00,,
11.98,0.01467133,-0.0441589,0.02948757,4.64E+00,,
11.985,0.0083847,-0.0483627,0.039978,4.64E+00,,
11.99,0.01467133,-0.056778,0.04210667,4.64E+00,,
11.995,0.01676178,-0.0609818,0.04422002,4.64E+00,,
12,0.02095795,-0.0546722,0.03371425,4.64E+00,,
12.005,0.00628662,-0.0483627,0.04207608,4.64E+00,,
12.01,0.01257324,-0.0525742,0.04000096,4.64E+00,,
12.015,0.01047516,-0.0462646,0.03578944,4.64E+00,,
12.02,0.01676178,-0.0525742,0.03581242,4.64E+00,,
12.025,0.01885986,-0.0504684,0.03160854,4.64E+00,,
12.03,0.02095795,-0.025238,0.00428005,4.64E+00,,
12.035,0.01885986,-0.0399551,0.02109524,4.64E+00,,
12.04,0.02724457,-0.0483627,0.02111813,4.64E+00,,
12.045,0.01885986,-0.0483627,0.02950284,4.64E+00,,
12.05,0.0083847,-0.0168228,0.0084381,4.64E+00,,
12.055,0.01467133,-0.0336456,0.01897427,4.64E+00,,
12.06,0.0083847,-0.0399551,0.0315704,4.64E+00,,
12.065,0.02095795,-0.0546722,0.03371425,4.64E+00,,
12.07,0.02095795,-0.0483627,0.02740475,4.64E+00,,
12.075,0.01467133,-0.0588837,0.04421237,4.64E+00,,
12.08,0.01676178,-0.0462646,0.02950282,4.64E+00,,
12.085,0.02514648,-0.0525742,0.02742772,4.64E+00,,
12.09,0.01885986,-0.0504684,0.03160854,4.64E+00,,
12.095,0.02724457,-0.0546722,0.02742763,4.65E+00,,
12.1,0.0230484,-0.056778,0.0337296,4.65E+00,,
12.105,0.0230484,-0.0462646,0.0232162,4.65E+00,,
12.11,0.02933502,-0.0525742,0.02323918,4.65E+00,,
12.115,0.02095795,-0.0609818,0.04002385,4.65E+00,,
12.12,0.0230484,-0.0168228,-0.0062256,4.65E+00,,
12.125,0.01676178,-0.0294418,0.01268002,4.65E+00,,
12.13,0.0230484,-0.0399551,0.0169067,4.65E+00,,
12.135,0.01467133,-0.0462646,0.03159327,4.65E+00,,
12.14,0.01676178,-0.0483627,0.03160092,4.65E+00,,
12.145,0.01257324,-0.0483627,0.03578946,4.65E+00,,
12.15,0.01676178,-0.0357513,0.01898952,4.65E+00,,
12.155,0.01885986,-0.0231323,0.00427244,4.65E+00,,
12.16,0.01257324,-0.0378494,0.02527616,4.65E+00,,
12.165,0.01676178,-0.0483627,0.03160092,4.65E+00,,
12.17,0.01467133,-0.0399551,0.02528377,4.65E+00,,
12.175,0.01047516,-0.0483627,0.03788754,4.65E+00,,
12.18,0.01467133,-0.0483627,0.03369137,4.65E+00,,
12.185,0.01885986,-0.0462646,0.02740474,4.65E+00,,
12.19,0.01676178,-0.0441589,0.02739712,4.65E+00,,
12.195,0.01676178,-0.0504684,0.03370662,4.65E+00,,
12.2,0.02095795,-0.0441589,0.02320095,4.65E+00,,
12.205,0.02514648,-0.0378494,0.01270292,4.65E+00,,
12.21,0.02095795,-0.0231323,0.00217435,4.65E+00,,
12.215,0.01885986,-0.0336456,0.01478574,4.65E+00,,
12.22,0.02724457,-0.0483627,0.02111813,4.65E+00,,
12.225,0.01885986,-0.056778,0.03791814,4.65E+00,,
12.23,0.02933502,-0.0546722,0.02533718,4.65E+00,,
12.235,0.03143311,-0.0483627,0.01692959,4.65E+00,,
12.24,0.01885986,-0.0462646,0.02740474,4.65E+00,,
12.245,0.01047516,-0.0441589,0.03368374,4.65E+00,,
12.25,0.01676178,-0.0441589,0.02739712,4.65E+00,,
12.255,0.01676178,-0.0462646,0.02950282,4.65E+00,,
12.26,0.00418854,-0.0168228,0.01263426,4.65E+00,,
12.265,0.01676178,-0.0294418,0.01268002,4.65E+00,,
12.27,0.01467133,-0.0420609,0.02738957,4.65E+00,,
12.275,0.01257324,-0.0420609,0.02948766,4.65E+00,,
12.28,0.01885986,-0.0483627,0.02950284,4.65E+00,,
12.285,0.01885986,-0.0483627,0.02950284,4.65E+00,,
12.29,0.01257324,-0.0525742,0.04000096,4.65E+00,,
12.295,0.02095795,-0.0504684,0.02951045,4.65E+00,,
12.3,0.02514648,-0.0420609,0.01691442,4.65E+00,,
12.305,0.01047516,-0.0462646,0.03578944,4.65E+00,,
12.31,0.0083847,-0.0504684,0.0420837,4.65E+00,,
12.315,0.01676178,-0.0546722,0.03791042,4.65E+00,,
12.32,0.0083847,-0.0504684,0.0420837,4.65E+00,,
12.325,0.01885986,-0.0462646,0.02740474,4.65E+00,,
12.33,0.02724457,-0.0147247,-0.01251987,4.65E+00,,
12.335,0.0230484,-0.0357513,0.0127029,4.65E+00,,
12.34,0.0230484,-0.0378494,0.014801,4.65E+00,,
12.345,0.0230484,-0.0504684,0.02742,4.65E+00,,
12.35,0.02095795,-0.0504684,0.02951045,4.65E+00,,
12.355,0.01885986,-0.0525742,0.03371434,4.65E+00,,
12.36,0.0230484,-0.0462646,0.0232162,4.65E+00,,
12.365,0.01885986,-0.0483627,0.02950284,4.65E+00,,
12.37,0.02514648,-0.0210266,-0.00411988,4.65E+00,,
12.375,0.01885986,-0.0315399,0.01268004,4.65E+00,,
12.38,0.01467133,-0.0399551,0.02528377,4.65E+00,,
12.385,0.0230484,-0.0546722,0.0316238,4.65E+00,,
12.39,0.01885986,-0.0504684,0.03160854,4.65E+00,,
12.395,0.01885986,-0.0546722,0.03581234,4.65E+00,,
12.4,0.01676178,-0.0462646,0.02950282,4.65E+00,,
12.405,0.01467133,-0.0588837,0.04421237,4.65E+00,,
12.41,0.01047516,-0.0588837,0.04840854,4.65E+00,,
12.415,0.02514648,-0.0546722,0.02952572,4.65E+00,,
12.42,0.03562164,-0.0336456,-0.00197604,4.65E+00,,
12.425,0.0230484,-0.0462646,0.0232162,4.65E+00,,
12.43,0.03143311,-0.0462646,0.01483149,4.65E+00,,
12.435,0.02514648,-0.0483627,0.02321622,4.65E+00,,
12.44,0.0230484,-0.0525742,0.0295258,4.65E+00,,
12.445,0.02514648,-0.0504684,0.02532192,4.65E+00,,
12.45,0.0230484,-0.0546722,0.0316238,4.65E+00,,
12.455,0.01676178,-0.0441589,0.02739712,4.65E+00,,
12.46,0.01885986,-0.0588837,0.04002384,4.65E+00,,
12.465,0.01676178,-0.0525742,0.03581242,4.65E+00,,
12.47,0.01885986,-0.0588837,0.04002384,4.65E+00,,
12.475,0.0230484,-0.012619,-0.0104294,4.65E+00,,
12.48,0.01885986,-0.0231323,0.00427244,4.65E+00,,
12.485,0.01676178,-0.0336456,0.01688382,4.65E+00,,
12.49,0.02095795,-0.0399551,0.01899715,4.65E+00,,
12.495,0.01676178,-0.0462646,0.02950282,4.65E+00,,
12.5,0.01257324,-0.0462646,0.03369136,4.66E+00,,
12.505,0.01885986,-0.0420609,0.02320104,4.66E+00,,
12.51,0.0230484,-0.0105133,-0.0125351,4.66E+00,,
12.515,0.02095795,-0.0294418,0.00848385,4.66E+00,,
12.52,0.01885986,-0.0399551,0.02109524,4.66E+00,,
12.525,0.03143311,-0.0378494,0.00641629,4.66E+00,,
12.53,0.01885986,-0.0420609,0.02320104,4.66E+00,,
12.535,0.01676178,-0.0441589,0.02739712,4.66E+00,,
12.54,0.01676178,-0.0483627,0.03160092,4.66E+00,,
12.545,0.01885986,-0.0483627,0.02950284,4.66E+00,,
12.55,0.01885986,-0.0420609,0.02320104,4.66E+00,,
12.555,0.01885986,-0.0420609,0.02320104,4.66E+00,,
12.56,0.0230484,-0.0462646,0.0232162,4.66E+00,,
12.565,0.01257324,-0.0462646,0.03369136,4.66E+00,,
12.57,0.01885986,-0.0525742,0.03371434,4.66E+00,,
12.575,0.0230484,-0.012619,-0.0104294,4.66E+00,,
12.58,0.01467133,-0.0294418,0.01477047,4.66E+00,,
12.585,0.01257324,-0.0336456,0.02107236,4.66E+00,,
12.59,0.0083847,-0.0483627,0.039978,4.66E+00,,
12.595,0.01885986,-0.0525742,0.03371434,4.66E+00,,
12.6,0.01467133,-0.0483627,0.03369137,4.66E+00,,
12.605,0.01047516,-0.0525742,0.04209904,4.66E+00,,
12.61,0.02095795,-0.0525742,0.03161625,4.66E+00,,
12.615,0.01257324,-0.0525742,0.04000096,4.66E+00,,
12.62,0.02095795,-0.0420609,0.02110295,4.66E+00,,
12.625,0.01257324,-0.0378494,0.02527616,4.66E+00,,
12.63,0.01467133,-0.0294418,0.01477047,4.66E+00,,
12.635,0.0230484,-0.0357513,0.0127029,4.66E+00,,
12.64,0.02514648,-0.0399551,0.01480862,4.66E+00,,
12.645,0.01885986,-0.0504684,0.03160854,4.66E+00,,
12.65,0.01047516,-0.0504684,0.03999324,4.66E+00,,
12.655,0.01676178,-0.0483627,0.03160092,4.66E+00,,
12.66,0.01467133,-0.0105133,-0.00415803,4.66E+00,,
12.665,0.00418854,-0.0294418,0.02525326,4.66E+00,,
12.67,0.00418854,-0.0336456,0.02945706,4.66E+00,,
12.675,0.0083847,-0.0021057,-0.006279,4.66E+00,,
12.68,0.01257324,-0.0231323,0.01055906,4.66E+00,,
12.685,0.01047516,-0.0357513,0.02527614,4.66E+00,,
12.69,0.01467133,-0.0441589,0.02948757,4.66E+00,,
12.695,0.01467133,-0.0441589,0.02948757,4.66E+00,,
12.7,0.01676178,-0.0441589,0.02739712,4.66E+00,,
12.705,0.01676178,-0.0357513,0.01898952,4.66E+00,,
12.71,0.01467133,-0.0483627,0.03369137,4.66E+00,,
12.715,0.01257324,-0.0546722,0.04209896,4.66E+00,,
12.72,0.0230484,-0.025238,0.0021896,4.66E+00,,
12.725,0.0230484,-0.0399551,0.0169067,4.66E+00,,
12.73,0.01467133,-0.0420609,0.02738957,4.66E+00,,
12.735,0.01885986,-0.0462646,0.02740474,4.66E+00,,
12.74,0.02095795,-0.0483627,0.02740475,4.66E+00,,
12.745,0.01047516,-0.0546722,0.04419704,4.66E+00,,
12.75,-4.44E-16,-0.0588837,5.89E-02,4.66E+00,,
12.755,0.01467133,-0.0483627,0.03369137,4.66E+00,,
12.76,0.00418854,-0.0504684,0.04627986,4.66E+00,,
12.765,0.01047516,-0.0504684,0.03999324,4.66E+00,,
12.77,0.01047516,-0.0630875,0.05261234,4.66E+00,,
12.775,0.0083847,-0.0630875,0.0547028,4.66E+00,,
12.78,0.01467133,-0.0483627,0.03369137,4.66E+00,,
12.785,0.01257324,-0.0105133,-0.00205994,4.66E+00,,
12.79,0.01257324,-0.0357513,0.02317806,4.66E+00,,
12.795,0.02095795,-0.0420609,0.02110295,4.66E+00,,
12.8,0.01257324,-0.0525742,0.04000096,4.66E+00,,
12.805,0.01885986,-0.0525742,0.03371434,4.66E+00,,
12.81,0.02095795,-0.0336456,0.01268765,4.66E+00,,
12.815,0.01885986,-0.0378494,0.01898954,4.66E+00,,
12.82,0.01676178,-0.0462646,0.02950282,4.66E+00,,
12.825,0.01467133,-0.0525742,0.03790287,4.66E+00,,
12.83,0.01467133,-0.0462646,0.03159327,4.66E+00,,
12.835,0.01467133,-0.0462646,0.03159327,4.66E+00,,
12.84,0.01885986,-0.0420609,0.02320104,4.66E+00,,
12.845,0.01676178,-0.0483627,0.03160092,4.66E+00,,
12.85,0.02724457,-0.0441589,0.01691433,4.66E+00,,
12.855,0.01467133,-0.0483627,0.03369137,4.66E+00,,
12.86,0.01676178,-0.0420609,0.02529912,4.66E+00,,
12.865,0.01257324,-0.0441589,0.03158566,4.66E+00,,
12.87,0.01257324,-0.0483627,0.03578946,4.66E+00,,
12.875,0.01885986,-0.0462646,0.02740474,4.66E+00,,
12.88,0.01676178,-0.0483627,0.03160092,4.67E+00,,
12.885,0.01467133,-0.0525742,0.03790287,4.67E+00,,
12.89,0.01467133,-0.0546722,0.04000087,4.67E+00,,
12.895,0.01885986,-0.0210266,0.00216674,4.67E+00,,
12.9,0.0230484,-0.0315399,0.0084915,4.67E+00,,
12.905,0.01885986,-0.0357513,0.01689144,4.67E+00,,
12.91,0.01467133,-0.0420609,0.02738957,4.67E+00,,
12.915,0.00418854,-0.0420609,0.03787236,4.67E+00,,
12.92,0.00628662,-0.0504684,0.04418178,4.67E+00,,
12.925,0.01676178,-0.0546722,0.03791042,4.67E+00,,
12.93,0.0230484,-0.0294418,0.0063934,4.67E+00,,
12.935,0.02095795,-0.0315399,0.01058195,4.67E+00,,
12.94,0.01885986,-0.0420609,0.02320104,4.67E+00,,
12.945,0.01257324,-0.0441589,0.03158566,4.67E+00,,
12.95,0.01676178,-0.0546722,0.03791042,4.67E+00,,
12.955,0.02095795,-0.0462646,0.02530665,4.67E+00,,
12.96,0.0230484,-0.0462646,0.0232162,4.67E+00,,
12.965,0.01257324,-0.0462646,0.03369136,4.67E+00,,
12.97,0.01467133,-0.0525742,0.03790287,4.67E+00,,
12.975,0.02095795,-0.0483627,0.02740475,4.67E+00,,
12.98,0.01047516,-0.0525742,0.04209904,4.67E+00,,
12.985,0.01257324,-0.056778,0.04420476,4.67E+00,,
12.99,0.01467133,-0.0462646,0.03159327,4.67E+00,,
12.995,0.01676178,-0.0273361,0.01057432,4.67E+00,,
13,0.01257324,-0.0357513,0.02317806,4.67E+00,,
13.005,0.01676178,-0.0504684,0.03370662,4.67E+00,,
13.01,0.01676178,-0.0483627,0.03160092,4.67E+00,,
13.015,0.01467133,-0.0525742,0.03790287,4.67E+00,,
13.02,0.01676178,-0.0378494,0.02108762,4.67E+00,,
13.025,0.01467133,-0.0399551,0.02528377,4.67E+00,,
13.03,0.01676178,-0.0441589,0.02739712,4.67E+00,,
13.035,0.01676178,-0.0483627,0.03160092,4.67E+00,,
13.04,0.01885986,-0.0483627,0.02950284,4.67E+00,,
13.045,0.02724457,-0.0504684,0.02322383,4.67E+00,,
13.05,0.01885986,-0.0441589,0.02529904,4.67E+00,,
13.055,0.01885986,-0.0378494,0.01898954,4.67E+00,,
13.06,0.01676178,-0.0483627,0.03160092,4.67E+00,,
13.065,0.01047516,-0.0483627,0.03788754,4.67E+00,,
13.07,0.01676178,-0.0525742,0.03581242,4.67E+00,,
13.075,0.01676178,-0.0483627,0.03160092,4.67E+00,,
13.08,0.01047516,-0.0483627,0.03788754,4.67E+00,,
13.085,0.01467133,-0.0483627,0.03369137,4.67E+00,,
13.09,0.02514648,-0.0462646,0.02111812,4.67E+00,,
13.095,0.01467133,-0.0504684,0.03579707,4.67E+00,,
